"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"FD.RES.LIQU.AS.ZS","Bank liquid reserves to bank assets ratio (%)","Ratio of bank liquid reserves to bank assets is the ratio of domestic currency holdings and deposits with the monetary authorities to claims on other governments, nonfinancial public enterprises, the private sector, and other banking institutions.","International Monetary Fund, International Financial Statistics and data files.",
